,CreditScore,Balance,NumOfProducts,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,HasCrCard_No,HasCrCard_Yes,IsActiveMember_No,IsActiveMember_Yes,Tenure-group_0-2,Tenure-group_2-4,Tenure-group_4-6,Tenure-group_6-8,Tenure-group_8-10,Age-group_1-20,Age-group_20-40,Age-group_40-60,Age-group_60-80,Age-group_80-100
5134,850,98488.08,1,155879.57,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5135,518,0.0,2,194416.58,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
5136,717,98362.35,2,21630.21,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
5137,698,144237.91,4,157143.61,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
5138,850,0.0,1,52796.31,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5139,700,0.0,1,121798.52,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5140,626,105767.28,2,41104.82,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
5141,774,0.0,2,10604.48,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5142,719,0.0,2,78563.66,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
5143,646,0.0,1,170821.43,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5144,485,134467.26,1,113266.09,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5145,784,138515.02,1,171768.76,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5146,850,128647.98,2,54416.18,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5147,669,121858.98,1,130755.34,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5148,731,0.0,2,141180.66,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
5149,721,120108.56,1,183421.76,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
5150,515,196853.62,1,132770.11,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5151,774,121418.62,1,24400.37,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5152,585,0.0,2,180318.6,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5153,695,0.0,2,111565.45,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5154,729,97495.8,2,2002.5,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5155,713,0.0,2,82565.01,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5156,555,127343.4,1,121789.3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5157,699,158633.61,1,193785.87,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
5158,587,0.0,1,64593.07,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5159,762,183744.98,1,196993.69,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
5160,510,0.0,2,175518.31,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5161,842,0.0,1,17268.02,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
5162,608,79962.92,2,60901.72,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5163,850,0.0,2,100750.03,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5164,642,0.0,2,195224.91,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5165,850,140956.99,1,3510.18,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5166,455,0.0,1,81250.79,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5167,726,0.0,2,91844.14,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5168,544,145241.63,1,80676.83,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5169,651,138008.06,2,129912.74,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5170,814,0.0,2,142029.17,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5171,537,0.0,2,137651.6,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5172,553,0.0,2,33877.29,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5173,800,0.0,1,78744.39,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5174,791,0.0,2,96734.46,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5175,699,127570.93,2,164756.81,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5176,756,0.0,1,164394.65,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5177,591,107812.67,1,162501.83,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5178,850,91560.58,2,10541.38,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5179,760,121303.77,2,59325.21,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5180,569,161546.68,2,178187.28,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5181,661,128415.45,1,142626.49,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5182,670,57530.06,1,181893.31,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5183,694,0.0,2,156858.2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
5184,728,142243.54,2,33074.51,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5185,764,138341.51,1,50072.94,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5186,639,0.0,2,111340.36,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5187,683,0.0,2,100496.84,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
5188,663,0.0,3,101371.05,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5189,826,146466.46,2,180934.67,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
5190,735,0.0,2,105152.17,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5191,682,0.0,1,706.5,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5192,663,0.0,2,101168.9,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5193,562,120307.58,1,6795.61,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5194,696,87637.26,2,196111.35,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
5195,850,94652.04,1,171960.76,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5196,719,114415.84,1,177497.4,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5197,804,0.0,2,147995.96,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5198,604,84315.02,1,36209.1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5199,782,0.0,2,143614.01,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5200,512,93955.83,2,14828.54,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5201,569,67087.69,1,154775.7,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5202,597,101528.61,1,70529.0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5203,753,110824.52,1,57896.27,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5204,430,0.0,1,69759.91,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5205,756,179960.2,1,89938.08,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5206,493,134006.77,1,89578.32,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5207,777,121532.17,2,73464.88,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5208,779,0.0,2,138542.87,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5209,702,0.0,1,161888.63,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5210,551,129717.3,2,86937.2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5211,749,94762.16,2,42241.54,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5212,742,155196.17,1,121207.66,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5213,752,129514.99,1,102930.46,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5214,740,113386.36,2,65121.63,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5215,576,0.0,1,78498.04,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
5216,637,172196.23,1,104769.96,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5217,724,97612.12,1,96498.14,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5218,685,104719.94,2,38691.34,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5219,625,0.0,1,164804.02,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5220,571,139592.98,3,104152.65,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5221,584,0.0,2,88866.92,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5222,550,139096.85,1,129890.94,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5223,662,140301.72,1,179258.67,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5224,803,0.0,1,72051.44,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5225,615,0.0,2,74580.8,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
5226,481,111233.09,1,123995.15,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5227,701,0.0,2,38960.59,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5228,751,147737.63,1,94951.27,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5229,675,0.0,2,56642.97,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5230,733,125725.02,2,50783.1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5231,822,128289.7,3,9149.96,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5232,559,0.0,1,21006.1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
5233,731,88826.07,1,33759.41,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5234,678,143443.61,1,196622.28,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
5235,645,0.0,4,176353.87,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
5236,701,0.0,2,176943.59,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5237,554,149134.46,1,177966.24,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5238,723,124119.54,1,162198.32,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5239,766,116822.7,1,197643.24,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5240,597,103219.47,1,60420.07,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5241,574,0.0,2,70550.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
5242,655,81954.6,1,198798.44,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5243,780,95196.26,1,126310.39,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5244,672,0.0,2,64515.5,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5245,717,0.0,2,158580.05,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5246,521,136555.01,2,129353.21,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5247,633,0.0,1,137273.97,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5248,669,119452.03,1,171575.54,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5249,740,0.0,1,96528.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5250,462,69881.09,2,64421.02,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5251,619,0.0,2,158444.61,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5252,665,0.0,2,66548.58,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5253,655,0.0,2,108008.05,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
5254,463,204223.03,1,128268.39,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5255,799,110314.21,2,37464.0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
5256,713,163760.82,1,157381.14,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
5257,807,141069.18,3,194257.11,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5258,728,115934.74,1,139059.05,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5259,582,151457.88,1,40893.61,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
5260,704,154206.07,2,40261.49,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5261,714,89928.99,1,46203.31,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5262,628,89182.09,1,13126.9,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5263,809,79706.25,2,165675.01,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
5264,547,0.0,3,5459.07,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
5265,560,0.0,2,131919.48,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5266,811,117799.28,1,182372.35,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5267,584,0.0,2,147600.54,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5268,691,0.0,2,92865.41,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5269,680,146422.22,1,67142.97,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5270,588,150186.22,2,65611.01,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5271,721,100275.88,1,138564.48,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5272,850,0.0,1,187391.02,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
5273,529,147493.89,1,33656.35,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5274,622,0.0,2,100618.17,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
5275,683,0.0,2,198134.9,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5276,575,121823.4,2,50368.87,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5277,577,0.0,2,108787.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5278,510,113688.63,1,33099.41,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5279,652,100471.34,1,124550.88,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5280,569,100032.52,1,5159.21,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5281,687,0.0,2,48228.1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
5282,822,116358.0,1,108798.36,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5283,656,163549.63,1,21085.12,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
5284,745,99183.9,1,28922.25,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5285,386,131955.07,1,62514.65,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5286,684,134177.06,1,177506.66,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
5287,635,0.0,2,90605.05,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5288,582,0.0,2,132029.95,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5289,613,0.0,1,176903.35,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
5290,795,94348.94,1,29239.29,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5291,659,155584.21,1,153662.88,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
5292,745,0.0,2,154389.18,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5293,604,0.0,2,166224.39,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5294,509,170661.47,1,21646.2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5295,706,185544.36,1,171037.63,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5296,619,52831.13,1,112649.22,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5297,572,97750.07,3,193014.26,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5298,695,114007.5,2,118120.88,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5299,543,104308.77,1,25650.04,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
5300,640,84719.13,2,113048.79,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5301,672,0.0,2,87372.49,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5302,701,140236.98,1,146651.99,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5303,634,0.0,2,8227.91,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5304,531,75302.85,2,57034.35,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
5305,699,0.0,2,93003.21,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5306,605,104760.82,1,165574.54,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5307,534,0.0,1,13566.48,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
5308,449,113693.0,1,82796.29,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5309,684,174180.39,1,119830.08,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5310,622,115766.26,1,72155.85,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
5311,714,0.0,2,62762.12,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5312,712,0.0,2,183235.33,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
5313,783,121215.9,2,105206.48,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
5314,743,144677.19,3,22512.44,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5315,683,115350.63,1,122305.91,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5316,654,105683.63,1,173617.09,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5317,700,135179.49,1,160670.37,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5318,744,117551.23,1,158958.9,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5319,645,157404.02,2,93073.04,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5320,525,77910.23,1,67238.01,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5321,732,110942.9,1,172576.56,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5322,721,0.0,2,122580.48,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5323,622,179305.09,1,149043.78,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5324,654,150593.59,2,105218.45,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5325,529,123815.86,1,78463.99,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5326,720,0.0,2,160849.43,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5327,850,69385.17,2,87834.24,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5328,667,138032.15,1,166317.71,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5329,620,0.0,2,137309.06,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5330,616,0.0,1,166984.44,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5331,637,143500.82,1,166996.46,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
5332,710,119670.18,1,188022.44,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5333,717,99106.73,1,194467.23,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5334,786,120135.55,2,125449.47,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5335,651,0.0,1,137452.57,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5336,530,120905.03,1,123475.88,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
5337,815,0.0,3,38941.44,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
5338,715,102277.52,1,177852.57,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
5339,496,125292.53,1,31532.96,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5340,680,0.0,1,136377.21,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
5341,646,101629.3,1,130541.1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5342,807,171937.27,1,65636.92,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5343,727,0.0,2,193305.35,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
5344,787,0.0,2,47307.9,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5345,806,0.0,2,100809.99,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5346,603,129743.75,1,109145.2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5347,649,0.0,1,91167.19,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
5348,547,151191.31,1,175295.89,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5349,684,102630.13,2,127433.47,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5350,477,114023.64,2,71167.17,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5351,558,124227.14,1,111184.67,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5352,695,0.0,2,141756.32,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5353,592,80285.16,1,72678.75,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
5354,789,175477.15,1,172832.9,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5355,597,132144.35,1,158086.33,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
5356,839,136911.07,1,168184.62,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5357,405,133299.67,2,72950.14,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5358,658,0.0,2,48378.4,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5359,684,117691.0,1,23135.65,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5360,633,0.0,2,65675.47,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5361,589,0.0,2,170676.67,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
5362,750,133199.71,2,27366.77,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5363,771,135506.58,3,152479.64,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5364,812,127154.14,2,105383.49,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
5365,539,0.0,2,48189.94,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5366,670,49508.79,3,100324.01,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5367,673,0.0,1,65657.29,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
5368,538,75051.49,1,17682.02,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
5369,575,123925.23,1,111342.66,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
5370,682,0.0,2,134158.09,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5371,712,153819.58,1,79176.09,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
5372,598,0.0,2,83103.46,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5373,776,0.0,2,63908.86,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5374,606,70417.79,1,90896.04,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5375,686,111484.88,1,76076.2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5376,850,146343.98,1,103902.11,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
